         689521350 function calls (683255439 primitive calls) in 448.732 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    2.225    2.225 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\sentence_transformers\models\Transformer.py:20(__init__)
        1    0.000    0.000    2.179    2.179 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\auto\auto_factory.py:390(from_pretrained)
        1    0.000    0.000    2.126    2.126 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\modeling_utils.py:1075(from_pretrained)
35794894/35794859    2.100    0.000    2.100    0.000 {built-in method builtins.len}
 32190600    2.047    0.000    2.047    0.000 {method 'keys' of 'dict' objects}
 15379640    2.036    0.000    2.036    0.000 {built-in method __new__ of type object at 0x00007FFC32E55C60}
       14    0.000    0.000    2.002    0.143 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\http\client.py:1303(getresponse)
       14    0.000    0.000    2.001    0.143 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\http\client.py:300(begin)
       14    0.000    0.000    1.997    0.143 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\http\client.py:267(_read_status)
      265    0.000    0.000    1.997    0.008 {method 'readline' of '_io.BufferedReader' objects}
       14    0.000    0.000    1.997    0.143 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\socket.py:690(readinto)
       14    0.000    0.000    1.997    0.143 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\ssl.py:1230(recv_into)
       14    0.000    0.000    1.997    0.143 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\ssl.py:1090(read)
       14    1.997    0.143    1.997    0.143 {method 'read' of '_ssl._SSLSocket' objects}
  2768040    1.728    0.000    1.728    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\signals.py:35(__init__)
  2470242    0.776    0.000    1.665    0.000 {built-in method builtins.min}
   809440    0.652    0.000    1.609    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\format.py:218(read_magic)
  1183424    1.403    0.000    1.548    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\warnings.py:458(__enter__)
   591712    0.320    0.000    1.536    0.000 <__array_function__ internals>:2(ndim)
  1183424    0.582    0.000    1.515    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\_config.py:24(get_config)
 14569920    1.452    0.000    1.452    0.000 {method 'span' of 're.Match' objects}
 14569920    1.318    0.000    1.318    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\enum.py:683(value)
  2366848    0.825    0.000    1.307    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numerictypes.py:284(issubclass_)
   295856    1.293    0.000    1.293    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_methods.py:106(_clip_dep_invoke_with_casting)
        1    0.000    0.000    1.279    1.279 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:862(__init__)
