         183668666 function calls (180777045 primitive calls) in 236.597 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       82    0.613    0.007    0.613    0.007 {method 'read' of '_io.BufferedReader' objects}
       14    0.000    0.000    0.583    0.042 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:161(_new_conn)
       14    0.000    0.000    0.583    0.042 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\connection.py:37(create_connection)
       14    0.541    0.039    0.541    0.039 {method 'connect' of '_socket.socket' objects}
   847266    0.497    0.000    0.497    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\signals.py:35(__init__)
        1    0.000    0.000    0.459    0.459 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\serialization.py:502(load)
        1    0.000    0.000    0.459    0.459 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\serialization.py:836(_load)
        1    0.002    0.002    0.459    0.459 {method 'load' of '_pickle.Unpickler' objects}
      392    0.001    0.000    0.453    0.001 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\serialization.py:848(persistent_load)
      392    0.451    0.001    0.452    0.001 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\serialization.py:841(load_tensor)
   346940    0.124    0.000    0.445    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\orm\search.py:91(entity)
       14    0.000    0.000    0.429    0.031 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\ssl_.py:355(ssl_wrap_socket)
  2023600    0.420    0.000    0.420    0.000 {method 'read' of '_io.BytesIO' objects}
   404720    0.284    0.000    0.399    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\contextlib.py:470(__exit__)
  4856640    0.392    0.000    0.392    0.000 {method 'isidentifier' of 'str' objects}
       24    0.000    0.000    0.388    0.016 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:366(__init__)
       24    0.000    0.000    0.377    0.016 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:430(__init__)
       24    0.000    0.000    0.375    0.016 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:415(__init__)
     1167    0.004    0.000    0.349    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\threading.py:851(start)
       14    0.000    0.000    0.340    0.024 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\ssl_.py:481(_ssl_wrap_socket_impl)
       14    0.000    0.000    0.340    0.024 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\ssl.py:494(wrap_socket)
       14    0.000    0.000    0.340    0.024 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\ssl.py:983(_create)
       14    0.000    0.000    0.340    0.024 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\ssl.py:1302(do_handshake)
       14    0.339    0.024    0.339    0.024 {method 'do_handshake' of '_ssl._SSLSocket' objects}
   404720    0.317    0.000    0.336    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\format.py:283(descr_to_dtype)
   529486    0.332    0.000    0.332    0.000 {method 'keys' of 'dict' objects}
   405877    0.163    0.000    0.322    0.000 {built-in method builtins.all}
   346940    0.204    0.000    0.321    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\client\abstract.py:273(entity)
     1167    0.011    0.000    0.314    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\threading.py:777(__init__)
   109556    0.033    0.000    0.312    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\statistics.py:46(__getitem__)
  1227309    0.307    0.000    0.307    0.000 {built-in method builtins.min}
     2949    0.296    0.000    0.302    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\threading.py:228(__init__)
     1167    0.006    0.000    0.299    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\threading.py:556(wait)
     1167    0.002    0.000    0.294    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\threading.py:521(__init__)
       24    0.000    0.000    0.289    0.012 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:227(__init__)
   404720    0.276    0.000    0.276    0.000 {built-in method numpy.frombuffer}
       10    0.201    0.020    0.268    0.027 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\data.py:472(validate_consistency)
   283316    0.165    0.000    0.251    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\data.py:271(__getitem__)
        1    0.000    0.000    0.225    0.225 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\huggingface_hub\utils\_validators.py:85(_inner_fn)
